id,sku,title,vendor,product_type,super_category,primary_category,product_category_type,collection_name,colour_finish,material,grade_of_material,style,installation_type,application_location,handle_type,handle_count,product_range,overall_width_mm,overall_depth_mm,overall_height_mm,overall_length_mm,weight_kg,flow_rate_lpm,water_pressure_min_kpa,water_pressure_max_kpa,tap_hole_size_mm,wels_rating,is_lead_free,lead_free_compliance,warranty_years,warranty_url,product_url
36036,600-00-1,"Phoenix Ivy Basin Tap Set - LF Chrome - 600-00-1","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,Brass,,Modern,"Hob Mounted",Bathroom,"Twin Lever",2,"Ivy Basin Set",,,,,,,,,,,1,1,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/ivy-basin-set-lead-free/
36437,NS104L-33,"Phoenix Nostalgia - NS104L-33 - Lever Handle Basin Set Shepherds Crook - Antique Black","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,"Matte Black",,,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/nostalgia-twin-handle-sink-mixer-220mm-shepherds-crook/
36456,NS104-00-1,"Phoenix Nostalgia Basin Set Sheperds Crook - LF Chrome - NS104-00-1","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/nostalgia-basin-mixer-160mm-shepherds-crook/
36470,"NS104L CHR","Phoenix Nostalgia Lever Basin Set Shepherds Crook - Chrome - NS104L CHR","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",Nostalgia,Chrome,"Solid Brass",,,"Hob Mounted",,,,,191,183,183,,,,,,,5,0,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/nostalgia-lever-basin-set-shepherds-crook/
36471,NS104L-40-1,"Phoenix Nostalgia Lever Basin Set Shepherds Crook - LF Brushed Nickel - NS104L-40-1","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,"Brushed Nickel",,,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/nostalgia-lever-basin-set-shepherds-crook/
36839,RL100-00-1,"Phoenix Radii Basin Set 130mm - LF Chrome - RL100-00-1","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/radii-basin-mixer/
37429,"VP105 CHR","Phoenix Vivid Pin Lever - VP105 CHR - Basin Set 200mm Chrome","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",Vivid,Chrome,,,,"Hob Mounted",,,,,200,,,,,,,,,,0,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/vivid-pin-lever-basin-set-200mm/
37436,VP101-00-1,"Phoenix Vivid Pin Lever Basin Set Swivel Gooseneck Outlet - LF Chrome - VP101-00-1","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/vivid-pin-lever-basin-set-200mm/
37441,VP100-00-1,"Phoenix Vivid Pin Lever VP100-00-1  Basin Set Swivel Squareline Chrome LF","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/vivid-pin-lever-basin-set-swivel-squareline-outlet-lead-free/
37746,119-1000-10,"Phoenix Vivid Slimline Plus Basin Set -  Matte - Black - 119-1000-10","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,"Matte Black",,,,"Hob Mounted",,,,,,,,,,,,,,5,0,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/vivid-slimline-plus-basin-set/
37748,119-1000-40,"Phoenix Vivid Slimline Plus Basin Set - Brushed - Nickel - 119-1000-40","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,"Brushed Nickel",,,,"Hob Mounted",,,,,,,,,,,,,,5,0,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/vivid-slimline-plus-basin-set-2/
37751,119-1000-00-1,"Phoenix Vivid Slimline Plus Basin Set - LF Chrome - 119-1000-00-1","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/vivid-slimline-basin-mixer-lead-free/
37753,119-1000-12-1,"Phoenix Vivid Slimline Plus Basin Tap Set - LF Brushed Gold - 119-1000-12-1","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,"Brushed Gold",,,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/vivid-slimline-oval-basin-mixer-lead-free/
37754,119-1030-00-1,"Phoenix Vivid Slimline Plus Lever Basin Set – LF Chrome - 119-1030-00-1","Phoenix Tapware",,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/vivid-slimline-plus-lever-basin-set-lead-free/
44918,RR018100,"Streamline Vierra Basin Tap Set - Chrome - RR018100",Streamline,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,,
44919,"RR018270 + ARB0021","Streamline Vierra Wall Basin Tap Set 220mm Left Spout Includes In-Wall Body - Chrome - RR018270 + ARB0021",Streamline,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,,0,,5,,
45684,CWBS175-13,"Sussex Calibre Wall Basin Set 175mm - Brushed - Gun Metal - CWBS175-13",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Gunmetal,,,,"Wall Mounted",,,,,,,,,,,,,,,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/calibre-wall-basin-outlet-175mm/
45685,CWBS175,"Sussex Calibre Wall Basin Set 175mm - Chrome - CWBS175",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/calibre-wall-basin-outlet-225mm/
45686,CWBS225,"Sussex Calibre Wall Basin Set 225mm - Chrome - CWBS225",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/calibre-wall-basin-outlet-175mm/
45687,CWBHS200RH,"Sussex Calibre Wall Basin Set System 200mm - Chrome - CWBHS200RH",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/calibre-wall-basin-hostess-system-150mm/
45700,CWTA,"Sussex Calibre Wall Top Assemblies - Chrome - CWTA",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/calibre-wall-top-assembly/
45705,RBS,"Sussex Circa Basin Set - Chrome - RBS",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/circa-vertex-basin-set/
45706,RBSHS,"Sussex Circa Basin Sink High Set Chrome - RBSHS",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/basin-sink-high-set/
45730,RWBS150,"Sussex Circa Wall Basin Set 150mm - Chrome - RWBS150",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/circa-vertex-wall-basin-set-250mm/
45731,RWBS200,"Sussex Circa Wall Basin Set 200mm - Chrome - RWBS200",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/circa-vertex-wall-basin-set-200mm/
45732,RWBS250,"Sussex Circa Wall Basin Set 250mm - Chrome - RWBS250",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/circa-vertex-wall-basin-set-150mm/
45750,RWTA,"Sussex Circa Wall Top Assemblies - Chrome - RWTA",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/circa-vertex-wall-top-assembly/
45752,DWBS165,"Sussex Duet 165 Wall Basin Tap Set - Chrome - DWBS165",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,6,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/duet-wall-basin-set-200/
45756,DWBS200,"Sussex Duet 200 Wall Basin Tap Set - Chrome - DWBS200",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",Duet,Chrome,,,,"Wall Mounted",,,,,200,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/duet-wall-basin-set-200/
45760,DBS,"Sussex Duet Basin Tap Set - Chrome - DBS",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/duet-basin-set/
45763,DBSHS,"Sussex Duet High Basin Tap Set - Chrome - DBSHS",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",Duet,Chrome,"Solid Brass",,,"Wall Mounted",,,,,150,,160,,2.14,,,,,6,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/basin-sink-high-set/
45773,DWTA,"Sussex Duet Wall Top Assembly - Chrome - DWTA",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/suba-wall-top-assembly/
45888,BWTA,"Sussex Suba Wall Top Assemblies - Chrome - BWTA",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/circa-wall-top-assembly/
45934,VWBS160,"Sussex Voda Wall Basin Set - Chrome 160mm - VWBS160",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/circa-wall-basin-set-250mm/
45935,VWBS200,"Sussex Voda Wall Basin Set - Chrome 200mm - VWBS200",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/circa-wall-basin-set-150mm/
45936,VWBS250,"Sussex Voda Wall Basin Set - Chrome 250mm - VWBS250",Sussex,,Tapware,"Basin Tapware","Basin Tap Sets",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,5,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/circa-wall-basin-set-200mm/
1995,"H166385 + M092400","Argent Grace 2.0 Hob Basin Mixer Set (Includes Rough-In Body) - LF Brushed Gold - H166385 + M092400",Argent,,Tapware,"Basin Tapware","Hob Mixer","Grace 2.0","Brushed Gold","Solid Brass",,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.argentaust.com.au/argent-australia-warranty-information,https://www.argentaust.com.au/argent-tapware-basin-mixers-basin-mixers-grace-20-basin-mixer-brushed-gold-lead-free
1996,"H166380 + M092400","Argent Grace 2.0 Hob Basin Mixer Set (Includes Rough-In Body) - LF Brushed Nickel - H166380 + M092400",Argent,,Tapware,"Basin Tapware","Hob Mixer","Grace 2.0","Brushed Nickel","Solid Brass",,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.argentaust.com.au/argent-australia-warranty-information,https://www.argentaust.com.au/argent-tapware-basin-mixers-basin-mixers-grace-20-basin-mixer-brushed-nickel-lead-free
1997,"H166361 + M092400","Argent Grace 2.0 Hob Basin Mixer Set (Includes Rough-In Body) - LF Chrome - H166361 + M092400",Argent,,Tapware,"Basin Tapware","Hob Mixer","Grace 2.0",Chrome,"Solid Brass",,,"Hob Mounted",,,,,,,300,,,,,,,,1,,15,https://www.argentaust.com.au/argent-australia-warranty-information,https://www.argentaust.com.au/argent-tapware-basin-mixers-basin-mixers-grace-20-vessel-basin-mixer-chrome-lead-free
1998,"H166390 + M092400","Argent Grace 2.0 Hob Basin Mixer Set (Includes Rough-In Body) - LF Gun Metal - H166390 + M092400",Argent,,Tapware,"Basin Tapware","Hob Mixer","Grace 2.0",Gunmetal,"Solid Brass",,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.argentaust.com.au/argent-australia-warranty-information,https://www.argentaust.com.au/argent-tapware-basin-mixers-basin-mixers-grace-20-basin-mixer-gun-metal-lead-free
1999,"H166395 + M092400","Argent Grace 2.0 Hob Basin Mixer Set (Includes Rough-In Body) - LF Matte Black - H166395 + M092400",Argent,,Tapware,"Basin Tapware","Hob Mixer","Grace 2.0","Matte Black","Solid Brass",,,"Hob Mounted",,,,,,,,,,,,,35,,1,,15,https://www.argentaust.com.au/argent-australia-warranty-information,https://www.argentaust.com.au/argent-tapware-basin-mixers-basin-mixers-grace-20-basin-mixer-matte-black-lead-free
6134,1.9547.02.6.01,"Brodware Halo Marble Progressive Hob Mixer 1.9547.02.6.01",Brodware,,Tapware,"Basin Tapware","Hob Mixer",,White,"Solid Brass",,,"Hob Mounted",,,,,,,,,,,,,,,0,,20,https://www.brodware.com/warranty/,
7382,96387C6AF,"Caroma Liano II 175mm Sensor Hob Outlet Trim Kit - LF Chrome - 96387C6AF",Caroma,Caroma-Tapware,Tapware,"Basin Tapware","Hob Mixer",,Chrome,,,,In-Wall,,,,,,,,,,,,,,6,1,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/liano-ii-sensor-175mm-wall-outlet-tap-trim-only-chrome-117605/
9219,99688BB65A,"Caroma Urbane II Hob Basin Mixer Set 150mm - Brushed Brass - 99688BB65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,Brass,,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basin-mixer-set-150mm-brushed-brass-114148/
9220,99688BN65A,"Caroma Urbane II Hob Basin Mixer Set 150mm - Brushed Nickel - 99688BN65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,"Brushed Nickel",,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basin-mixer-set-150mm-brushed-nickel-114147/
9221,99688C65A,"Caroma Urbane II Hob Basin Mixer Set 150mm - Chrome - 99688C65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basin-mixer-set-150mm-chrome-114145/
9222,99688GM65A,"Caroma Urbane II Hob Basin Mixer Set 150mm - Gun Metal - 99688GM65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,Gunmetal,,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basin-mixer-set-150mm-gunmetal-114149/
9223,99688B65A,"Caroma Urbane II Hob Basin Mixer Set 150mm - Matte Black - 99688B65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,"Matte Black",,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basin-mixer-set-150mm-matte-black-114146/
9229,99689BB65A,"Caroma Urbane II Hob Basin Mixer Set 210mm - Brushed Brass - 99689BB65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,Brass,,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basinsink-mixer-set-210mm-brushed-brass-114153/
9230,99689BN65A,"Caroma Urbane II Hob Basin Mixer Set 210mm - Brushed Nickel - 99689BN65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,"Brushed Nickel",,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basinsink-mixer-set-210mm-brushed-nickel-114152/
9231,99689C65A,"Caroma Urbane II Hob Basin Mixer Set 210mm - Chrome - 99689C65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basinsink-mixer-set-210mm-chrome-114150/
9232,99689GM65A,"Caroma Urbane II Hob Basin Mixer Set 210mm - Gun Metal - 99689GM65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,Gunmetal,,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basinsink-mixer-set-210mm-gunmetal-114154/
9233,99689B65A,"Caroma Urbane II Hob Basin Mixer Set 210mm - Matte Black - 99689B65A",Caroma,,Tapware,"Basin Tapware","Hob Mixer",,"Matte Black",,,,"Hob Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-hob-basinsink-mixer-set-210mm-matte-black-114151/
31193,CU.06-2HS,"Parisi Curva Hob Mixer & Swivel Spout - Chrome - CU.06-2HS",Parisi,,Tapware,"Basin Tapware","Hob Mixer",,Chrome,"Solid Brass",,,"Hob Mounted",,,,,,,,,,,,,,6,0,,15,https://parisi.com.au/pages/warranty-information,https://parisi.com.au/products/todo-ii-hob-mixer-with-round-swivel-spout
31337,EE.06-1H,"Parisi Ellisse Hob Mixer - Chrome - EE.06-1H",Parisi,,Tapware,"Basin Tapware","Hob Mixer",,Chrome,"Solid Brass",,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://parisi.com.au/pages/warranty-information,https://parisi.com.au/products/todo-ii-hob-mixer
33605,QQ.06-1H,"Parisi Quadro Hob Mixer - Chrome - QQ.06-1H",Parisi,,Tapware,"Basin Tapware","Hob Mixer",,Chrome,"Solid Brass",,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://parisi.com.au/pages/warranty-information,https://parisi.com.au/products/quadro-hob-mixer
33606,QQ.06-2HS.LT,"Parisi Quadro Hob Mixer Curved Swivel Spout - Chrome - QQ.06-2HS.LT",Parisi,,Tapware,"Basin Tapware","Hob Mixer",,Chrome,"Solid Brass",,,"Hob Mounted",,,,,,,,,,,,,,6,0,,15,https://parisi.com.au/pages/warranty-information,https://parisi.com.au/products/quadro-hob-mixer-with-curved-swivel-spout
35549,117-7500-00,"Phoenix Axia Hob Mixer - Chrome - 117-7500-00","Phoenix Tapware",,Tapware,"Basin Tapware","Hob Mixer",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/axia-hob-mixer/
35550,117-7500-40-1,"Phoenix Axia Hob Mixer - LF Brushed Nickel - 117-7500-40-1","Phoenix Tapware",,Tapware,"Basin Tapware","Hob Mixer",,"Brushed Nickel",,,,"Hob Mounted",,,,,,,,,,,,,,,1,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/axia-hob-mixer-lead-free/
35551,117-7500-10,"Phoenix Axia Hob Mixer - Matte Black - 117-7500-10","Phoenix Tapware",,Tapware,"Basin Tapware","Hob Mixer",,"Matte Black",,,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://www.phoenixtapware.com.au/warranty/,https://www.phoenixtapware.com.au/product/axia-hob-mixer/
45708,RBSHMS,"Sussex Circa Basin Sink Hob Mixer Set - Chrome - RBSHMS",Sussex,,Tapware,"Basin Tapware","Hob Mixer",,Chrome,,,,"Hob Mounted",,,,,,,,,,,,,,,0,,15,https://sussextaps.com.au/wp-content/uploads/2022/06/Sussex_Warranty.pdf,https://sussextaps.com.au/product/duet-basin-sink-hob-mixer-set-low/
2831,2075BN,"Armando Vicario Provincial Basin Spout - Brushed Nickel - 2075BN","Armando Vicario",,Tapware,"Basin Tapware","Spouts & Bath Fillers",Provincial,"Brushed Nickel","Solid Brass",,,"Wall Mounted",,,,,125,180,175,,,,,,,3,0,,15,https://www.abey.com.au/warranty/,https://www.abey.com.au/product/tapware/bathroom-spouts/provincial-basin-spout/
2832,2075C,"Armando Vicario Provincial Basin Spout - Chrome - 2075C","Armando Vicario",,Tapware,"Basin Tapware","Spouts & Bath Fillers",Provincial,Chrome,"Solid Brass",,,"Wall Mounted",,,,,142,,206,,,,,,,3,0,,15,https://www.abey.com.au/warranty/,https://www.abey.com.au/product/tapware/bathroom-spouts/provincial-basin-spout/
6013,1.9705.30.0.01,"Brodware City Plus Wall Spout 150mm - Chrome - 1.9705.30.0.01",Brodware,,Tapware,"Basin Tapware","Spouts & Bath Fillers","City Plus",Chrome,"Solid Brass",,,"Wall Mounted",,,,,150,,,,,,,,,,0,,20,https://www.brodware.com/warranty/,https://www.brodware.com/product/city-plus-wall-spout-3/
6041,1.9903.06.0.01,"Brodware City Stik Floor Mounted Basin Mixer - Chrome - 1.9903.06.0.01",Brodware,,Tapware,"Basin Tapware","Spouts & Bath Fillers","City Stik",Chrome,"Solid Brass",,,"Floor Mounted",,,,,,,,,,,,,,6,0,,20,https://www.brodware.com/warranty/,https://www.brodware.com/the_product_type/basin-mixer-floor-mount/
6839,849059BN6AF,"Caroma Contura II 180mm Basin/Bath Outlet - Brushed Nickel - 849059BN6AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,"Brushed Nickel",,,,"Wall Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/contura-ii-basinbath-outlet-180mm-brushed-nickel-117852/
7148,CAEL0030GM6A,"Caroma Elvire 170mm Basin Outlet - Satin Gun Metal - CAEL0030GM6A",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,Gunmetal,,,,"Wall Mounted",,,,,,,,,,,,,,6,0,,5,https://www.caroma.com/au/caroma-warranties/,
7365,96372GM6AF,"Caroma Liano II 175mm Basin & Bath Outlet (Round Cover Plate) - LF Gun Metal - 96372GM6AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,Gunmetal,,,,"Wall Mounted",,,,,,,,,,,,,,6,1,,5,https://www.caroma.com/au/caroma-warranties/,
7437,96374C6AF,"Caroma Liano II 210mm Basin & Bath Outlet (Round Cover Plate) - LF Chrome - 96374C6AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,6,1,,5,https://www.caroma.com/au/caroma-warranties/,
7438,96374GM6AF,"Caroma Liano II 210mm Basin & Bath Outlet (Round Cover Plate) - LF Gun Metal - 96374GM6AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,Gunmetal,,,,"Wall Mounted",,,,,,,,,,,,,,6,1,,5,https://www.caroma.com/au/caroma-warranties/,
7440,96374B6AF,"Caroma Liano II 210mm Basin / Bath Outlet (Round Cover Plate) - LF Matte Black - 96374B6AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,"Matte Black",,,,"Wall Mounted",,,,,,,,,,,,,,6,1,,5,https://www.caroma.com/au/caroma-warranties/,
8611,CL10014.C5AF,"Caroma Round Basin/Bath Outlet 180mm LF - Chrome - CL10014.C5AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,5,1,,5,https://www.caroma.com/au/caroma-warranties/,
8612,CL10014.B5AF,"Caroma Round Basin/Bath Outlet 180mm LF - Matte Black - CL10014.B5AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,"Matte Black",,,,"Wall Mounted",,,,,,,,,,,,,,5,1,,5,https://www.caroma.com/au/caroma-warranties/,
8614,CL10015.C5AF,"Caroma Round Basin/Bath Outlet 220mm LF - Chrome - CL10015.C5AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,Chrome,,,,"Wall Mounted",,,,,,,,,,,,,,5,1,,5,https://www.caroma.com/au/caroma-warranties/,
8741,99666B6AF,"Caroma Urbane II 180mm Basin / Bath Outlet - Square Cover Plate - LF Matte Black - 99666B6AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,"Matte Black",,,,"Wall Mounted",,,,,,,,,,,,,,6,1,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-180mm-basin-bath-outlet-square-cover-plate-matte-black-115356/
8742,99665BB6AF,"Caroma Urbane II 180mm Basin / Bath Outlet LF - Brushed Brass - 99665BB6AF",Caroma,,Tapware,"Basin Tapware","Spouts & Bath Fillers",,Brass,,,,"Wall Mounted",,,,,,,,,,,,,,6,1,,5,https://www.caroma.com/au/caroma-warranties/,https://www.caroma.com/au/product/urbane-ii-180mm-basin-bath-outlet-round-cover-plate-brushed-brass-115352/
